"","raw_batch1_07262021_MT___MT_20210726_001","raw_batch1_07262021_MT___MT_20210726_003","raw_batch1_07262021_MT___MT_20210726_005","raw_batch1_07262021_MT___MT_20210726_007","raw_batch1_07262021_MT___MT_20210726_009","raw_batch1_07262021_MT___MT_20210726_095","raw_batch1_07262021_MT___MT_20210726_097","raw_batch1_07262021_MT___MT_20210726_193","raw_batch1_07262021_MT___Blank_20210726_003"
"F12889",1259929,0,0,0,0,1367852,0,0,0
"F12903",0,0,0,0,0,0,0,0,0
"F12905",0,0,0,0,0,0,0,0,0
"F12907",0,0,0,0,336697,448065,529903,470009,710945
"F12912",0,0,0,0,86071,61691,0,0,0
"F12914",0,0,0,52873,66430,0,0,0,0
"F12918",0,0,0,0,36439,0,0,0,0
"F12919",0,0,0,0,0,0,0,0,0
"F12922",50185,0,0,0,9319,0,0,0,0
"F12927",0,0,0,21200,14747,36395,0,0,0
"F12929",0,0,0,0,0,0,0,0,0
"F12930",0,0,0,0,0,0,0,589871,0
"F12931",0,0,0,0,0,0,0,6237,0
"F12932",0,0,0,0,0,0,0,0,0
"F12933",0,0,0,0,0,0,0,0,0
"F12934",0,0,0,0,0,0,0,0,0
"F12935",0,0,0,0,0,0,0,0,0
"F12937",95940282,179657909,222069529,223712971,221867751,206690389,213860437,202433250,0
"F12942",0,0,0,0,0,0,0,0,0
"F12944",0,0,0,0,0,0,0,0,0
"F12945",0,0,597008,551517,596218,832078,700268,0,752450
"F12946",0,0,14516,22781,46203,135545,47057,629448,37291
"F12947",0,0,0,0,13826,12839,0,0,14280
"F12948",0,0,26530,9448,13826,27363,10034,9617,13337
"F12949",0,0,0,10209,0,0,8441,0,7046
"F12951",0,0,0,10203,31723,0,18379,8714,96526
"F12952",0,0,15235,0,12316,0,20112,0,41778
"F12953",0,0,0,44962,12634,0,20112,0,33345
"F12954",0,0,61663,100802,97181,66324,76924,82266,213864
"F12959",0,0,738715,0,0,0,733147,683983,0
"F12960",1639037,1027610,833067,739020,0,0,457145,513193,0
"F12962",0,0,0,0,0,0,0,0,0
"F12963",0,0,0,0,0,0,0,0,0
"F12964",0,0,0,0,0,0,0,0,0
"F12965",0,0,0,0,0,0,0,0,0
"F12966",0,0,0,0,0,1371640,0,0,0
"F12967",0,0,0,0,0,79248,0,0,0
"F12969",0,0,0,0,0,95513,0,0,0
"F12970",0,0,0,0,0,119848,0,0,0
"F12973",0,0,0,0,0,0,0,0,0
"F12974",0,0,0,0,0,0,0,0,0
"F12975",2957565,1803827,2595393,0,1299016,0,0,1720804,0
"F12976",0,0,0,0,0,0,0,0,0
"F12977",0,0,0,0,0,0,0,0,0
"F12978",0,0,0,0,0,0,0,0,0
"F12980",0,0,0,0,0,0,0,0,0
"F12981",0,0,0,0,0,0,0,0,0
"F12982",0,0,0,0,0,0,0,0,0
"F12985",0,0,0,0,0,0,0,0,0
"F12986",0,0,0,0,0,0,0,0,0
"F12987",122527191,141873327,151551869,150724803,153410303,152486676,156263514,153737772,0
"F12989",0,0,0,0,0,0,0,0,0
"F12991",0,2165684,2482722,2009519,2050658,1311701,1260645,966967,2177053
"F12992",0,6233,11432,15310,0,0,5809,248726,6396
"F12993",0,0,0,0,0,0,0,0,0
"F12994",0,0,12097,0,0,0,0,0,5262
"F12995",0,0,0,9828,0,0,0,0,0
"F12996",0,0,0,0,0,0,0,0,32283
"F12997",0,10883,0,14146,0,0,0,0,26362
"F12998",0,0,0,0,4882,0,0,9534,10245
"F12999",0,0,0,0,0,0,0,0,0
"F13000",0,0,0,0,0,0,0,0,0
"F13001",0,0,0,0,0,0,0,0,0
"F13005",0,0,0,0,0,0,0,0,0
"F13006",0,0,0,0,0,0,0,0,0
"F13011",57339144,23207443,16878789,15088741,15509258,105839179,33271038,54331809,5573690
"F13012",7785397,6006385,5414721,5345416,4975833,5251426,5184370,5206803,0
"F13013",546087,243497,130208,95881,187128,1587799,1027753,1582764,0
"F13014",0,0,0,0,0,0,0,0,0
"F13015",497423,0,0,0,0,0,0,0,0
"F13016",8782600,7632265,7191298,7067787,7134099,7690469,8314045,7799702,0
"F13018",0,0,0,0,0,0,0,0,0
"F13019",0,0,0,0,0,0,0,0,0
"F13020",0,0,0,0,0,0,0,0,0
"F13021",0,0,0,0,0,0,0,0,0
"F13024",0,0,0,0,0,0,0,0,0
"F13025",0,0,0,0,0,0,0,0,0
"F13026",0,0,0,0,0,0,0,0,0
"F13027",0,0,0,0,0,0,0,0,0
"F13028",0,0,0,0,0,0,0,0,0
"F13029",0,0,0,0,0,0,0,0,0
"F13030",0,0,0,0,0,0,0,0,0
"F13031",0,0,0,0,0,0,0,0,0
"F13035",2719385,2431609,1793379,1640368,1473305,1128629,1376491,679870,0
"F13036",0,0,0,0,0,0,0,0,0
"F13037",0,0,0,0,0,0,0,0,0
"F13038",0,0,0,0,0,0,0,0,0
"F13040",0,0,0,0,0,0,0,0,0
"F13042",0,0,0,0,0,0,0,0,0
"F13043",0,0,0,0,0,0,0,0,0
"F13044",0,0,0,0,0,0,0,0,0
"F13045",0,0,0,0,0,0,0,0,0
"F13046",0,0,0,0,0,0,0,0,0
"F13047",0,0,0,0,0,0,0,0,0
"F13048",673516805,393071844,326528049,312085419,307600576,1075551348,562468292,776820966,193346605
"F13049",0,0,0,0,0,0,0,0,0
"F13050",349081,916468,1367865,1402691,1161289,1690404,1332659,881533,0
"F13053",0,0,0,0,0,0,0,0,0
"F13054",0,585246,537000,468091,465457,735467,594414,0,0
"F13055",0,0,0,0,0,0,0,0,0
"F13056",0,0,0,0,0,0,0,0,0
"F13058",0,0,0,0,0,0,0,0,0
"F13059",0,0,0,0,0,0,0,0,0
"F13060",0,0,0,0,0,0,0,0,0
"F13061",0,0,0,0,0,0,0,0,0
"F13062",0,0,0,0,0,0,0,0,0
"F13064",0,0,0,0,0,0,0,0,0
"F13065",0,0,0,0,0,0,0,0,0
"F13066",0,0,0,0,0,0,0,0,0
"F13067",0,0,0,0,0,0,0,0,0
"F13068",0,0,0,0,0,0,0,0,0
"F13069",0,0,0,0,0,0,0,0,0
"F13070",0,0,0,0,0,0,0,0,0
"F13071",0,0,0,0,0,0,0,0,0
"F13074",0,0,0,0,0,0,0,0,0
"F13079",0,0,0,0,0,0,0,0,0
"F13080",0,0,0,0,0,0,0,0,0
"F13084",0,0,0,0,0,0,0,0,0
"F13089",0,0,0,0,0,0,0,0,0
"F13090",0,0,0,0,0,0,0,0,0
"F13091",2169619,1684275,1512043,1497979,1389869,1168024,1177641,1069544,0
"F13092",12268,0,23096,0,24263,0,118783,0,0
"F13093",917999,653649,573210,0,569945,0,463914,0,0
"F13094",33949,0,0,0,0,0,0,0,0
"F13095",0,0,0,0,0,0,0,0,0
"F13096",0,0,0,0,0,0,0,0,0
"F13097",0,0,0,0,0,0,0,0,0
"F13100",0,0,0,0,0,0,0,0,0
"F13101",0,0,0,0,0,0,0,0,0
"F13102",207213,0,0,0,0,0,0,0,0
"F13103",132469,0,0,0,0,0,0,0,0
"F13104",0,0,0,0,0,0,0,0,0
"F13108",0,0,0,0,0,0,0,0,0
"F13109",0,0,0,0,0,0,0,0,0
"F13110",0,0,0,0,0,0,0,0,0
"F13111",0,0,0,0,0,0,0,0,0
"F13112",0,0,0,0,0,0,0,0,0
"F13113",0,0,0,0,0,0,0,0,0
"F13115",0,0,0,0,0,0,0,0,0
"F13117",868253,329045,0,0,0,0,0,0,0
"F13118",0,0,0,0,0,0,0,0,0
"F13119",36973,64699,0,0,0,0,0,0,0
"F13123",0,0,0,0,0,0,0,0,0
"F13124",0,0,0,0,0,0,0,0,0
"F13125",1887683,1816127,1769545,1846243,1723960,1554095,1553715,1493177,1265099
"F13126",1031965,857509,802789,764569,803341,652825,516259,599287,531252
"F13127",1416756,1314425,1348980,1176141,1295044,1226828,1195799,1211147,866598
"F13129",0,0,0,0,0,0,0,0,0
"F13131",0,0,0,0,0,0,0,0,0
"F13132",0,0,0,0,0,0,0,0,0
"F13133",0,0,0,0,0,0,0,0,0
"F13134",0,0,0,0,0,0,0,0,0
"F13135",8478463,0,0,0,0,5495253,6959217,7141510,0
"F13136",1376591,1361659,1175140,993428,1119546,1013508,929100,912888,0
"F13137",88598,0,67740,0,0,106253,10976,92407,0
"F13138",0,0,0,0,0,0,0,0,0
"F13139",5042802,3411422,2445720,2553810,2269860,1950812,2374564,2078102,0
"F13140",0,0,0,0,0,0,0,0,0
"F13141",0,0,0,0,0,0,0,0,0
"F13142",0,0,0,0,0,0,0,0,0
"F13144",13382784,11594973,9676753,9268703,9429425,2734116,8047694,3529218,0
"F13145",0,0,0,0,0,0,0,0,0
"F13146",0,0,0,0,0,0,0,0,0
"F13147",0,0,0,0,0,0,0,0,0
"F13148",0,0,0,0,0,0,0,0,0
"F13149",20400,0,0,0,0,0,0,0,0
"F13150",14291,0,0,0,0,0,0,0,0
"F13152",694700,0,0,0,0,0,0,0,0
"F13153",0,0,0,0,0,0,0,0,0
"F13154",0,0,0,0,0,0,0,0,0
"F13155",0,0,0,0,0,0,0,0,0
"F13156",0,0,0,0,0,0,0,0,0
"F13157",1083826,1129575,1050577,877279,1108437,0,0,0,0
"F13158",274264,176117,163443,188733,143352,0,0,0,0
"F13159",0,0,0,0,0,0,0,0,0
"F13160",0,0,0,0,0,0,0,0,0
"F13161",0,0,0,0,0,0,0,0,0
"F13162",0,0,0,0,0,0,0,0,0
"F13163",0,0,0,0,0,0,0,0,0
"F13165",0,0,0,0,0,0,0,0,0
"F13166",0,0,0,0,0,0,0,0,0
"F13167",452546258,365656438,323276249,312082214,314429743,249497195,243278389,197496485,0
"F13168",0,0,0,0,0,0,0,0,0
"F13169",0,0,0,0,0,0,0,0,0
"F13170",0,0,0,0,0,0,0,0,0
"F13171",0,0,0,0,0,0,0,0,0
"F13172",4863054,2805862,3741497,4312826,4069553,3786292,3571764,0,0
"F13173",0,0,0,0,0,0,0,0,0
"F13174",0,0,0,0,0,0,0,0,0
"F13175",0,0,0,0,0,0,0,0,0
"F13176",92600,104162,102860,227418,126037,203280,157709,210154,0
"F13177",482158,415233,405186,379280,405855,365870,476141,449828,0
"F13178",1482841,1271394,1361422,1230000,1162742,1254093,1174664,1179651,0
"F13180",67684529,46822106,27695272,26442597,26935653,0,29358560,23714003,0
"F13182",187892,3266247,4889637,4944757,4877466,5075661,5023408,5092164,0
"F13183",1417847,1786523,1967030,2099188,2237265,2287037,2396744,2317434,0
"F13184",0,0,0,0,0,0,0,0,0
"F13185",0,0,0,0,0,0,0,0,0
"F13186",0,0,0,0,0,0,0,0,0
"F13187",0,0,0,0,0,0,0,0,0
"F13188",0,0,0,0,0,0,0,0,0
"F13190",648114,515176,0,0,438540,0,399748,0,0
"F13191",0,0,0,0,0,0,0,0,0
"F13192",0,0,0,0,0,0,0,0,0
"F13193",0,0,0,0,0,0,0,0,0
"F13194",0,0,0,0,0,0,0,0,0
"F13195",1297643,3275504,3582753,3729566,3832422,4129488,3950577,4158120,0
"F13196",261461,566678,778161,842778,833053,909630,982058,1045064,0
"F13197",0,0,0,0,0,0,0,0,0
"F13198",0,0,0,0,0,0,0,0,0
"F13199",0,0,0,0,0,0,0,0,0
"F13200",0,0,0,0,0,0,0,0,0
"F13201",0,0,0,0,0,0,0,0,0
"F13202",0,0,0,0,0,0,0,0,0
"F13205",0,0,0,0,0,0,0,0,0
"F13206",0,0,0,0,0,0,0,0,0
"F13207",0,0,0,0,0,0,0,0,0
"F13210",0,0,0,0,0,0,0,0,0
"F13211",0,0,0,0,0,0,0,0,0
"F13213",0,0,0,0,0,0,0,0,0
"F13214",0,0,0,0,0,0,0,0,0
"F13215",0,0,0,0,0,0,0,0,0
"F13216",0,0,0,0,0,0,0,0,0
"F13217",0,0,0,0,0,0,0,0,0
"F13218",0,0,0,0,0,0,0,0,0
"F13221",0,0,0,0,0,0,0,0,0
"F13224",0,0,0,0,0,0,0,0,0
"F13225",0,0,0,0,0,0,0,0,0
"F13226",16798040,31414869,39156796,40845893,38241529,36902526,37209966,36684735,0
"F13228",0,0,0,0,0,0,0,0,0
"F13229",0,0,0,0,0,0,0,0,0
"F13230",0,0,0,0,0,0,0,0,0
"F13231",0,679854,593764,0,0,0,663543,648776,0
"F13232",0,0,0,0,0,0,0,0,0
"F13234",0,0,0,0,0,0,0,0,0
"F13235",0,0,0,0,0,0,0,0,0
"F13236",0,0,0,0,0,0,0,0,0
"F13237",0,0,0,0,0,0,0,0,0
"F13238",0,0,0,0,0,0,0,0,0
"F13242",0,0,0,718543,0,0,0,0,780455
"F13243",0,0,0,721552,0,0,0,0,1221339
"F13244",0,0,0,1246915,0,0,0,0,1278552
"F13245",0,0,0,0,0,0,0,0,0
"F13246",0,0,0,0,0,0,0,0,0
"F13247",0,0,0,0,0,0,0,0,0
"F13248",0,0,0,0,0,0,0,0,0
"F13249",0,0,0,0,0,0,0,0,0
"F13250",0,0,0,0,0,0,0,0,0
"F13251",0,0,0,0,0,0,0,0,0
"F13252",0,0,0,0,0,0,0,0,0
"F13253",0,0,0,0,0,0,0,0,0
"F13254",0,0,0,0,0,0,0,0,0
"F13256",0,0,0,0,0,0,0,0,0
"F13261",6524477,5217240,4446996,4190330,4255261,3518986,3436321,3028197,0
"F13262",0,0,0,0,0,0,0,0,0
"F13263",0,0,0,0,0,0,0,0,0
"F13264",0,0,0,0,0,0,0,0,0
"F13266",0,0,0,0,0,0,0,0,0
"F13268",0,0,0,0,0,0,0,0,0
"F13269",0,0,0,0,0,0,0,0,0
"F13270",0,0,0,0,0,0,0,0,0
"F13271",0,0,0,0,0,0,0,0,0
"F13272",0,0,0,0,0,0,0,0,0
"F13274",0,0,0,0,0,0,0,0,0
"F13275",19870526,22213568,24092027,23983923,24272742,24705361,24411958,24570920,0
"F13276",0,0,0,0,0,0,0,0,0
"F13279",0,0,0,0,0,0,0,0,0
"F13280",0,0,0,0,0,0,0,0,0
"F13281",0,0,0,0,0,0,0,0,0
"F13282",0,0,0,0,0,0,0,0,0
"F13283",0,0,0,0,0,0,0,0,0
"F13284",0,0,0,0,0,0,0,0,0
"F13286",0,0,0,0,0,0,0,0,0
"F13287",0,0,0,0,0,0,0,0,0
"F13288",0,0,0,0,0,0,0,0,0
"F13289",0,0,0,0,0,0,0,0,0
"F13291",0,0,0,0,0,0,0,0,0
"F13292",0,0,0,0,0,0,0,0,0
"F13293",0,0,0,0,0,0,0,0,0
"F13294",0,0,0,0,0,0,0,0,0
"F13295",0,0,0,0,0,0,0,0,0
"F13296",0,0,0,0,0,0,0,0,0
"F13297",0,0,0,0,0,0,0,0,0
"F13298",0,0,0,0,0,0,0,0,0
"F13299",0,0,0,0,0,0,0,0,0
"F13303",5393991,4589124,4091205,3685133,3827301,4677088,4126690,4382614,0
"F13304",0,0,0,0,0,0,0,0,0
"F13305",0,0,0,0,0,292260,0,0,0
"F13306",0,0,0,0,0,0,0,0,0
"F13307",0,0,0,319145,0,0,0,0,0
"F13308",0,0,0,0,0,0,0,0,0
"F13311",0,0,0,0,0,0,0,0,0
"F13313",0,0,0,0,0,0,0,0,0
"F13314",0,0,0,0,0,0,0,0,0
"F13315",0,0,0,0,0,0,0,0,0
"F13316",0,0,0,0,0,0,0,0,0
"F13317",0,0,0,0,0,0,0,0,0
"F13318",0,0,0,0,0,0,0,0,0
"F13319",0,0,0,0,0,0,0,0,0
"F13320",0,0,0,0,0,0,0,0,0
"F13321",0,0,0,0,0,0,0,0,0
"F13323",1766403,0,0,0,0,1255757,0,0,1298518
"F13324",357894,0,0,0,0,484013,0,0,792865
"F13325",59967,0,0,0,0,92717,0,0,265987
"F13327",85647,0,0,0,0,262975,0,0,256871
"F13328",130570,0,0,0,0,164851,0,0,153400
"F13329",152652,0,0,0,0,134782,0,0,116157
"F13333",0,0,1236700,1483298,1108376,1024654,1393520,1101946,0
"F13334",0,0,2764548,2730991,2997719,3143810,3136636,2813013,0
"F13335",0,0,0,0,0,0,0,0,0
"F13337",0,0,0,0,0,0,0,0,0
"F13338",0,0,0,0,0,0,0,0,0
"F13339",0,0,0,0,0,0,0,0,0
"F13340",0,0,0,0,0,0,0,0,0
"F13341",0,0,0,0,0,0,0,0,0
"F13342",152833206,124486890,109987339,101656669,104282573,123051935,118417989,120173479,0
"F13356",3218387,3497432,3149129,3199693,3291345,3761299,3525638,3863654,0
"F13357",0,0,0,0,0,0,0,0,0
"F13358",0,0,0,0,0,0,0,0,0
"F13359",3410519,1327597,0,0,0,6247152,1939913,3247175,0
"F13378",0,0,0,0,0,0,0,0,0
"F13382",3406752,2338790,1686769,1746122,1823865,1164357,1870225,1671268,0
"F13383",0,0,0,0,0,0,0,0,0
"F13384",0,0,0,0,0,0,0,0,0
"F13385",0,0,0,0,0,0,0,0,0
"F13387",0,0,0,0,0,0,0,0,0
"F13388",0,0,0,0,0,0,0,0,0
"F13389",30645192,28531402,26365647,25428360,24505164,24541070,24410563,23963456,0
"F13390",0,594810,0,0,0,0,0,0,0
"F13391",0,0,0,0,0,0,0,0,0
"F13392",0,0,0,0,0,0,0,0,0
"F13393",0,0,0,0,0,0,0,0,0
"F13400",0,0,0,0,0,0,0,0,0
"F13401",0,0,0,0,0,0,0,0,0
"F13402",27515,65426,78047,157554,151833,0,0,0,0
"F13403",1172574,1179482,1111388,992815,1202224,0,0,0,0
"F13405",0,0,0,0,0,0,0,0,0
"F13407",0,0,0,0,0,0,0,0,0
"F13409",49468651,28622802,20771030,20484007,18685025,40953394,36398468,33782813,0
"F13410",0,0,0,0,0,0,0,0,0
"F13411",0,0,0,0,0,0,0,0,0
"F13412",0,0,0,0,0,0,0,0,0
"F13413",0,0,0,0,0,0,0,0,0
"F13414",0,0,0,0,0,0,0,0,0
"F13415",0,0,0,0,0,0,0,0,0
"F13416",0,0,0,0,0,0,0,0,0
"F13417",0,0,0,0,0,0,0,0,0
"F13418",0,0,0,0,0,0,0,0,0
"F13419",0,0,0,0,0,0,0,0,0
"F13420",0,0,0,0,0,0,0,0,0
"F13422",0,0,0,0,0,0,0,0,0
"F13423",0,0,0,0,0,0,0,0,0
"F13424",0,0,0,0,0,0,0,0,0
"F13425",0,0,0,0,0,0,0,0,0
"F13426",0,0,0,0,0,0,0,0,0
"F13427",7282017,5069916,3977580,3694757,3925140,3033454,2819227,2894048,0
"F13428",3065177,1819705,1406584,1399300,1309433,1478981,1477878,1619405,0
"F13432",0,0,0,0,0,0,0,0,0
"F13433",0,0,0,0,0,0,0,0,0
"F13434",0,0,0,0,0,0,0,0,0
"F13435",0,0,0,0,0,0,0,0,0
"F13436",0,0,0,0,0,0,0,0,0
"F13437",0,0,0,0,0,0,0,0,0
"F13438",0,0,0,0,0,0,0,0,0
"F13439",0,0,0,0,0,0,0,0,0
"F13440",0,0,0,0,0,0,0,0,0
"F13441",0,0,0,0,0,0,0,0,0
"F13442",0,0,0,0,0,0,0,0,0
"F13443",673960,934707,693587,649294,586007,868331,786774,778517,0
"F13448",0,0,0,0,0,0,0,0,0
"F13449",0,0,0,0,0,0,0,0,0
"F13450",0,0,0,0,0,0,0,0,0
"F13451",0,0,0,0,0,0,0,0,0
"F13454",0,0,0,0,0,0,0,0,0
"F13455",0,0,0,0,0,0,0,0,0
"F13456",0,0,0,0,0,0,0,0,0
"F13457",0,0,0,0,0,0,0,0,0
"F13458",0,0,0,0,0,0,0,0,0
"F13459",0,0,0,0,0,0,0,0,0
"F13460",0,0,0,0,0,0,0,0,0
"F13463",661096,694907,623090,502234,525076,543419,0,448837,0
"F13464",12460067,9761096,7560823,6967783,7434745,6615954,6396536,6263234,0
"F13465",0,0,0,0,0,0,0,0,0
"F13466",0,0,0,0,0,0,0,0,0
"F13467",0,0,0,0,0,0,0,0,0
"F13468",0,0,0,0,0,0,0,0,0
"F13471",0,0,0,0,0,0,0,0,0
"F13472",0,0,0,0,0,0,0,0,0
"F13473",0,0,0,0,0,0,0,0,0
"F13474",0,0,0,0,0,0,0,0,0
"F13475",1180364576,753883683,604766834,557076454,564560809,720268502,674593172,775685731,101800
"F13476",0,0,0,0,0,0,0,0,0
"F13477",0,0,0,0,0,0,0,0,0
"F13478",0,0,0,0,0,0,0,0,0
"F13479",0,0,0,0,0,0,0,0,0
"F13480",0,0,0,0,0,0,0,0,0
"F13481",0,0,0,0,0,0,0,0,0
"F13482",0,0,0,0,0,0,0,0,0
"F13483",0,0,0,0,0,0,0,0,0
"F13484",0,0,0,0,0,0,0,0,0
"F13485",0,0,0,0,0,0,0,0,0
"F13486",0,0,0,0,0,0,0,0,0
"F13487",0,0,0,0,0,0,0,0,0
"F13488",0,0,0,0,0,0,0,0,0
"F13489",0,0,0,0,0,0,0,0,0
"F13490",0,0,0,0,0,0,0,0,0
"F13491",1006104,772893,658677,647478,645222,541232,0,460373,0
"F13492",0,0,7804,0,0,383942,0,0,0
"F13493",0,0,404210,0,0,512657,0,0,0
"F13494",0,0,0,0,0,90678,0,0,0
"F13495",0,0,15151,0,0,93840,0,0,0
"F13496",0,0,0,0,0,44666,0,0,0
"F13497",0,0,0,0,0,59687,0,0,0
"F13498",0,0,11788,0,0,0,0,0,0
"F13502",0,0,0,0,0,0,0,0,0
"F13503",0,0,0,0,0,0,0,0,0
"F13504",0,0,0,0,0,0,0,0,0
"F13505",0,0,0,0,0,0,0,0,0
"F13506",0,0,0,0,0,0,0,0,0
"F13507",1861566,3920582,5253581,4783096,4646449,4196767,3682854,3909917,0
"F13508",937938,2060378,3128147,2996052,3080638,3032866,2855261,3103171,0
"F13511",0,0,0,0,0,0,0,0,0
"F13518",0,0,0,0,0,0,0,0,0
"F13519",0,0,0,0,0,0,0,0,0
"F13524",0,0,0,0,0,0,0,0,0
"F13525",0,0,0,0,0,0,0,0,0
"F13526",145250,0,0,0,0,0,0,0,0
"F13527",476418,0,0,0,0,0,0,0,0
"F13528",0,0,0,0,0,0,0,0,0
"F13529",0,0,0,0,0,0,0,0,0
"F13534",0,0,0,0,0,0,0,0,0
"F13535",7167019,5225872,2766571,2626492,2468924,3347231,3091012,2449050,0
"F13537",0,0,0,0,0,0,0,0,0
"F13538",0,0,0,0,0,0,0,0,0
"F13539",0,0,0,0,0,0,0,0,0
"F13540",0,0,0,0,0,0,0,0,0
"F13541",493748666,420602711,393703780,378004427,373961610,401552573,392738119,408253819,0
"F13542",0,0,0,0,0,0,0,0,0
"F13543",0,0,0,0,0,0,0,0,0
"F13544",736826,544234,399334,358227,404647,381385,377157,0,0
"F13545",1754978,1154430,902210,814703,730838,1014388,827815,0,0
"F13546",0,0,2971132,0,2636853,0,0,0,0
"F13547",78301104,50407464,46779954,47239235,46817850,63493621,52399267,49433676,1792859
"F13548",0,0,0,0,0,0,0,0,0
"F13549",0,0,0,0,0,0,0,0,0
"F13552",0,83763,102730,21294,151813,0,30500,105282,129791
"F13553",0,1199536,1273381,1174071,979091,0,811978,600889,197357
"F13554",3529450,4089077,4159280,4636565,4733956,4581621,5402386,5945906,541220
"F13555",0,0,0,0,0,0,0,0,0
"F13556",2107372,1672929,1554873,1575321,1531400,1406485,1496204,1590521,0
"F13557",1557614,1377018,1161470,1008139,1013689,1017149,880238,956168,0
"F13558",1018675,1180749,1150791,1190314,1226273,1323457,1337189,1337824,0
"F13559",0,0,0,0,0,0,0,0,0
"F13560",0,0,0,0,0,0,0,0,0
"F13561",0,0,0,0,0,0,0,0,0
"F13562",328272,916339,1132312,1242135,945991,1016775,983358,975997,0
"F13563",0,0,0,0,0,0,0,0,0
"F13571",4014711,3036520,2659346,3034725,2871072,2747080,2230084,1488458,0
"F13574",0,0,0,0,0,0,0,0,0
"F13575",0,0,0,0,0,0,0,0,0
"F13576",0,0,0,0,0,0,0,0,0
"F13577",0,0,0,0,0,0,0,0,0
"F13578",0,0,0,0,0,0,0,0,0
"F13579",0,0,0,0,0,0,0,0,0
"F13580",0,0,0,0,0,0,0,0,0
"F13581",0,0,0,0,0,0,0,0,0
"F13582",0,0,0,0,0,0,0,0,0
"F13583",0,0,0,0,0,0,0,0,0
"F13584",218318,0,0,0,0,0,0,0,0
"F13585",0,0,0,0,0,0,0,0,0
"F13588",0,0,0,0,0,0,0,0,0
"F13599",0,0,0,0,0,0,0,0,0
"F13600",6799390,3117085,5020570,2864710,5356892,6272178,5804690,4830577,0
"F13601",0,0,0,0,0,0,0,0,0
"F13603",0,0,0,0,0,0,0,0,0
"F13604",0,0,0,0,0,0,0,0,0
"F13605",0,0,0,0,0,0,0,0,0
"F13606",0,0,0,0,0,0,0,0,0
"F13608",0,0,0,0,0,0,0,0,0
"F13609",24541,0,0,0,0,0,0,0,0
"F13610",800272,0,0,0,0,0,0,0,0
"F13611",0,0,0,0,0,0,0,0,0
"F13613",28874,0,0,0,0,0,0,0,0
"F13616",0,0,0,0,0,0,0,0,0
"F13618",0,0,0,0,0,0,0,0,0
"F13619",0,0,0,0,0,0,0,0,0
"F13620",1799229,2112372,0,2588632,2794850,0,0,0,0
"F13621",0,0,0,0,0,0,0,0,0
"F13622",0,0,0,0,0,0,0,0,0
"F13623",0,0,0,0,0,0,0,0,0
"F13624",0,0,0,0,0,0,0,0,0
"F13625",0,0,0,0,0,0,0,0,0
"F13626",0,0,0,0,0,0,0,0,0
"F13627",0,0,0,0,0,0,0,0,0
"F13628",0,0,0,0,0,0,0,0,0
"F13630",0,0,0,0,0,0,0,0,0
"F13631",2340644,4880577,6216380,6168734,6507369,6894419,6400506,5383939,461258
"F13633",0,0,0,0,0,0,0,0,0
"F13634",0,0,0,0,0,0,282169,0,0
"F13635",0,0,0,0,0,0,0,0,0
"F13636",0,0,0,0,0,0,0,0,0
"F13637",0,0,0,0,0,0,0,0,0
"F13638",0,0,0,0,0,0,0,0,0
"F13639",0,0,0,0,0,0,0,0,0
"F13640",0,0,0,0,0,0,0,0,0
"F13641",0,0,0,0,0,0,0,0,0
"F13643",0,0,0,0,0,0,0,0,0
"F13644",0,0,0,0,0,0,0,0,0
"F13645",0,0,0,0,0,0,0,0,0
"F13646",0,0,0,0,0,0,0,0,0
"F13647",0,0,0,0,0,0,0,0,0
"F13648",0,0,0,0,0,0,0,0,0
"F13649",0,0,0,0,0,0,0,0,0
"F13650",0,0,0,0,0,0,0,0,0
"F13651",0,0,0,0,0,0,0,0,0
"F13652",0,0,0,0,0,0,0,0,0
"F13653",0,0,0,0,0,0,0,0,0
"F13654",36756185,26055971,21384861,19918707,19757964,15482580,14986405,12564045,0
"F13655",0,0,0,0,0,0,0,0,0
"F13657",0,0,0,0,0,0,0,0,0
"F13659",0,0,0,0,0,0,0,0,0
"F13660",0,0,0,0,0,0,0,0,0
"F13661",0,0,0,0,0,0,0,0,0
"F13663",0,0,0,0,0,0,0,0,0
"F13667",0,0,0,0,0,0,0,0,0
"F13669",0,0,0,0,0,0,413615,0,0
"F13670",0,0,0,0,0,0,0,0,0
"F13671",0,0,0,0,0,0,0,0,0
"F13672",0,0,0,0,0,0,0,0,0
"F13674",0,0,0,0,0,0,0,0,0
"F13675",0,0,0,0,0,0,0,0,0
"F13676",0,0,0,0,0,0,0,0,0
"F13677",472015,1071160,1076494,1063140,1193623,1170072,1122933,1223358,0
"F13682",0,0,0,0,0,0,0,0,0
"F13684",0,0,0,0,0,0,0,0,0
"F13685",0,0,0,0,0,0,0,0,0
"F13686",0,0,0,0,0,0,0,0,0
"F13687",40195962,34453446,29286519,28926175,29084654,24038324,26370531,25084914,0
"F13688",0,0,0,0,0,0,0,0,0
"F13689",1384131,796151,752322,686735,0,0,394717,0,0
"F13690",0,0,0,0,0,0,0,0,0
"F13691",0,0,0,0,0,0,0,0,0
"F13692",0,0,0,0,0,0,0,0,0
"F13693",0,0,0,0,0,0,0,0,0
"F13694",0,0,0,0,0,0,0,0,0
"F13695",0,0,0,0,0,898212,0,0,0
"F13698",0,0,0,0,0,0,0,0,0
