"","raw_batch1_07262021_MT___MT_20210726_001","raw_batch1_07262021_MT___MT_20210726_003","raw_batch1_07262021_MT___MT_20210726_005","raw_batch1_07262021_MT___MT_20210726_007","raw_batch1_07262021_MT___MT_20210726_009","raw_batch1_07262021_MT___MT_20210726_095","raw_batch1_07262021_MT___MT_20210726_097","raw_batch1_07262021_MT___MT_20210726_193","raw_batch1_07262021_MT___Blank_20210726_003"
"F19262",296015,303492,478320,412446,376413,0,138383,0,0
"F19263",0,0,0,0,0,0,0,0,0
"F19264",0,0,0,0,0,0,0,0,0
"F19265",0,0,0,0,0,0,0,0,0
"F19267",0,0,0,0,0,0,0,0,0
"F19268",0,0,0,0,0,0,0,0,0
"F19269",0,0,0,0,0,0,0,0,0
"F19275",0,0,0,0,0,0,0,0,0
"F19276",0,0,0,0,0,0,0,0,0
"F19277",0,0,0,0,0,0,0,0,0
"F19278",0,0,0,0,0,0,0,0,0
"F19281",0,0,0,0,0,0,0,0,0
"F19282",0,0,0,0,0,0,0,0,0
"F19283",0,0,0,0,0,0,0,0,0
"F19284",0,0,0,0,0,0,0,0,0
"F19285",6426640,3887607,3972197,3737689,3686784,4553314,3828969,4473107,0
"F19286",0,0,0,0,0,0,0,0,0
"F19287",0,0,0,0,0,0,0,0,0
"F19289",0,0,0,0,0,0,0,0,0
"F19290",0,0,0,0,0,0,0,0,0
"F19291",983720,0,0,0,0,0,0,693630,0
"F19292",0,0,0,0,0,0,0,0,0
"F19293",18025259,12919370,10091457,8151526,8602323,13482071,13132388,14246967,0
"F19294",0,0,0,0,0,0,0,0,0
"F19295",0,0,0,0,0,0,0,0,0
"F19296",0,0,3261140,0,3028533,0,3457551,0,0
"F19298",0,0,0,0,0,0,0,0,0
"F19300",0,0,0,0,0,0,0,0,0
"F19301",0,0,0,0,0,0,0,0,0
"F19302",0,0,0,0,0,0,0,0,0
"F19303",0,0,0,0,0,0,0,0,0
"F19304",0,0,0,0,0,0,0,0,0
"F19305",0,0,0,0,0,0,0,0,0
"F19306",0,0,0,0,0,0,0,0,0
"F19307",0,0,0,0,0,0,0,0,0
"F19308",0,0,0,0,0,0,0,0,0
"F19310",0,0,0,0,0,0,0,0,0
"F19311",0,0,0,0,0,0,0,0,0
"F19312",0,0,0,0,0,0,0,0,0
"F19313",0,0,0,0,0,0,0,0,0
"F19314",654549,1718005,1570850,1594445,1416461,1973869,2076686,2114760,0
"F19316",0,0,0,0,0,0,0,0,0
"F19317",0,0,0,0,0,0,0,0,0
"F19318",0,0,0,0,0,0,0,0,0
"F19320",0,0,0,0,0,0,0,0,0
"F19322",0,0,0,0,0,0,0,0,0
"F19324",0,0,0,0,0,0,0,0,0
"F19325",0,0,0,0,0,0,0,0,0
"F19326",0,0,0,0,0,0,0,0,0
"F19327",0,0,0,0,0,0,0,0,0
"F19328",0,0,0,0,0,0,0,0,0
"F19329",0,0,0,0,0,0,0,0,0
"F19330",0,0,0,0,0,0,0,0,0
"F19331",0,0,0,0,0,0,0,0,0
"F19332",0,0,0,0,0,0,0,0,0
"F19333",101609,101247,83840,113487,106102,120110,87704,119220,0
"F19334",432763,285874,328229,242139,303204,263398,310753,272903,0
"F19335",1699074,1161715,1084315,1124405,982155,1080696,1065746,1037164,0
"F19336",0,0,0,0,0,0,0,0,0
"F19337",335612,0,0,0,0,0,0,0,0
"F19338",578892,0,0,0,0,0,0,0,0
"F19339",0,0,0,0,0,0,0,0,0
"F19340",0,0,0,0,0,0,0,0,0
"F19342",0,0,0,0,0,0,0,0,0
"F19349",1015813,766112,775494,0,820468,731203,659746,671569,0
"F19351",2664435,2681900,2223766,0,1771402,675306,936699,750419,0
"F19352",0,0,0,0,0,0,0,0,0
"F19353",0,0,0,0,0,0,0,0,0
"F19354",0,0,0,0,0,0,0,0,0
"F19355",0,0,0,0,0,0,0,0,0
"F19356",0,0,0,0,0,0,0,0,0
"F19357",0,0,0,0,0,0,0,0,0
"F19358",0,0,0,0,0,0,0,0,0
"F19359",0,0,0,0,0,0,0,0,0
"F19360",0,0,0,0,0,0,0,0,0
"F19361",0,0,0,0,0,0,0,0,0
"F19362",0,0,0,0,0,0,0,0,0
"F19363",0,0,0,0,0,0,0,0,0
"F19364",0,0,0,0,0,0,0,0,0
"F19365",0,0,0,0,0,0,0,0,0
"F19366",0,0,0,0,0,0,0,0,0
"F19367",0,0,0,0,0,0,0,0,0
"F19368",0,0,0,0,0,0,0,0,0
"F19369",0,0,0,0,0,0,0,0,0
"F19370",0,0,0,0,0,0,0,0,0
"F19373",590694,613072,564222,0,467198,0,0,0,0
"F19379",0,0,0,0,0,0,0,0,0
"F19380",0,0,0,0,0,0,0,0,0
"F19381",2113082,1830624,1650049,2405105,2293043,2490067,2564591,2704455,150373
"F19383",0,0,0,0,0,0,0,0,0
"F19384",1880852,2198411,2256747,2120521,2185448,2285025,2387944,2180952,0
"F19385",0,0,0,0,0,0,0,0,0
"F19386",0,0,0,0,0,0,0,0,0
"F19387",0,0,0,0,0,0,0,0,0
"F19388",0,0,0,0,0,0,0,0,0
"F19389",181178,0,211041,0,0,0,0,0,0
"F19390",519034,0,548604,0,0,0,0,0,0
"F19391",373238,0,176975,0,0,0,0,0,0
"F19392",2218362,1957064,2193595,2127575,1757765,1322809,1578520,1929011,0
"F19394",0,0,0,0,0,0,0,0,0
"F19395",0,0,0,0,0,0,0,0,0
"F19396",1921503,3142546,4514061,3820693,5015770,4938674,3963424,0,0
"F19397",0,0,0,0,0,0,0,0,0
"F19398",0,0,0,0,0,0,0,0,0
"F19399",0,0,0,0,0,0,0,0,0
"F19400",0,0,0,0,0,0,0,0,0
"F19401",0,0,0,0,0,0,0,0,0
"F19402",1337672,1049026,985010,831627,823853,0,0,0,0
"F19403",0,0,0,0,0,0,0,0,0
"F19404",0,0,0,0,0,0,0,0,0
"F19405",0,0,0,0,0,0,0,0,0
"F19406",0,0,0,0,0,0,0,0,0
"F19407",0,0,0,0,0,0,0,0,0
"F19408",1050966,2008366,2309489,2836833,2981515,3019818,2562496,2800168,0
"F19409",0,322017,341436,313092,369226,440737,412706,349706,0
"F19411",0,0,0,0,0,0,0,0,0
"F19412",0,0,0,0,0,0,0,0,0
"F19415",0,0,0,0,0,0,0,0,0
"F19416",0,0,0,0,0,0,0,0,0
"F19417",0,0,406660,421971,435421,460885,550579,426976,0
"F19420",0,0,0,0,0,0,0,0,0
"F19421",0,0,0,0,0,0,0,0,0
"F19428",18121847,22334238,41182257,37512073,34585916,26865454,27658197,26782736,0
"F19429",0,0,0,0,0,0,0,0,0
"F19432",0,0,0,0,0,0,0,0,0
"F19433",0,0,0,0,0,0,0,0,0
"F19434",0,0,0,0,0,0,0,0,0
"F19435",40270435,17321403,12890898,12088989,12191148,69426754,25050192,37205294,4455371
"F19436",0,0,0,0,0,0,0,0,0
"F19439",0,0,0,0,0,0,0,0,0
"F19443",0,0,0,0,0,0,0,0,772860
"F19444",570465,0,0,0,0,424867,527269,424665,0
"F19445",0,0,0,0,0,0,0,0,0
"F19446",0,0,0,0,0,0,0,0,0
"F19447",0,0,0,0,0,0,0,0,0
"F19448",0,0,0,0,0,0,0,0,0
"F19449",0,0,0,0,0,0,0,0,0
"F19450",0,0,0,0,0,0,0,0,0
"F19453",0,0,0,0,0,0,0,0,0
"F19454",0,756311,904841,0,701342,603954,638645,784199,0
"F19457",0,0,0,0,0,0,0,0,0
"F19458",0,0,0,0,0,0,0,0,0
"F19461",503040,619214,799142,752339,664397,709016,750531,732392,0
"F19462",68959,26999,11704,25915,21164,34755,52162,23441,0
"F19463",23088,40638,26289,9485,0,17876,29966,0,0
"F19464",90191,75687,80111,82444,91895,50164,24089,53326,0
"F19465",54926,72869,31014,79978,0,41533,82067,50552,0
"F19466",23510,0,0,21473,0,0,9973,9737,0
"F19468",0,0,0,0,0,0,0,0,0
"F19469",0,0,0,0,0,0,0,0,0
"F19470",0,0,0,0,0,0,0,0,0
"F19471",0,0,0,0,0,0,0,0,0
"F19479",0,0,0,0,0,0,0,0,0
"F19480",0,0,0,0,0,0,0,0,0
"F19481",0,889225,1629566,1781425,1876458,1733136,1554116,1447573,0
"F19482",0,0,0,0,0,0,0,0,0
"F19483",0,0,0,0,0,0,0,0,0
"F19485",0,0,0,0,0,0,0,0,0
"F19486",0,0,0,0,0,0,0,0,0
"F19487",1184039,995916,860960,645763,689152,0,441858,0,0
"F19488",0,0,0,0,0,0,0,0,0
"F19489",0,0,0,0,0,0,0,0,0
"F19490",0,0,0,0,0,0,0,0,0
"F19491",0,0,0,0,0,0,0,0,0
"F19495",1287891,1371944,0,0,0,0,0,0,0
"F19496",0,0,0,0,0,0,0,0,0
"F19497",0,0,0,0,0,0,0,0,0
"F19498",0,0,0,0,0,0,0,0,0
"F19500",0,0,0,0,0,0,0,0,0
"F19501",0,0,0,0,0,0,0,0,0
"F19502",0,0,0,0,0,0,0,0,0
"F19504",5630660,9869352,8242442,13037566,13003710,13550099,13254009,14226448,0
"F19505",0,0,0,0,0,0,0,0,0
"F19506",0,0,0,0,0,0,0,0,0
"F19508",607779,858469,934454,865078,891047,866294,733217,816887,0
"F19509",171806,166982,92639,99866,96258,130834,82975,128579,0
"F19510",156521,231586,168601,119187,113864,133298,85057,176779,0
"F19511",97458,89944,60702,77485,49912,17494,41125,41159,0
"F19512",231849,96890,89039,136293,60956,83818,77215,121453,0
"F19517",0,0,0,0,0,0,0,0,0
"F19518",0,0,0,0,0,0,0,0,0
"F19519",0,0,0,0,0,0,0,0,0
"F19520",0,0,0,0,0,0,0,0,0
"F19521",0,0,0,0,0,0,0,0,0
"F19522",0,0,0,0,0,0,0,0,0
"F19523",0,0,0,0,0,0,0,0,0
"F19524",0,0,0,0,0,0,0,0,0
"F19527",0,0,0,0,0,0,0,0,0
"F19528",0,0,0,0,0,0,0,0,0
"F19530",164763,0,118272,99642,56777,0,0,0,0
"F19536",0,0,0,0,0,0,0,0,0
"F19537",0,0,0,0,0,0,0,0,0
"F19538",0,0,0,0,0,0,0,0,0
"F19539",0,0,0,0,0,0,0,0,0
"F19542",0,0,0,0,0,0,0,0,0
"F19543",0,0,0,0,0,0,0,0,0
"F19544",0,0,0,0,0,0,0,0,0
"F19545",0,0,0,0,0,0,0,0,0
"F19546",0,0,0,0,0,0,0,0,0
"F19548",0,0,0,0,0,0,0,0,0
"F19549",0,0,0,0,0,0,0,0,0
"F19550",0,0,0,0,0,0,0,0,0
"F19551",0,0,0,0,0,0,0,0,0
"F19552",0,0,0,0,0,0,0,0,0
"F19553",0,0,0,0,0,0,0,0,0
"F19554",0,0,0,0,0,0,0,0,0
"F19555",0,0,0,0,0,0,0,0,0
"F19556",852027,1081259,929837,807365,941604,722495,722872,660783,0
"F19557",0,0,0,0,0,0,0,0,0
"F19558",0,0,0,0,0,0,0,0,0
"F19559",0,0,0,0,0,0,0,0,0
"F19560",0,0,0,0,0,0,0,0,0
"F19561",0,0,0,0,0,0,0,0,0
"F19562",0,0,0,0,0,0,0,0,0
"F19563",0,0,0,0,0,0,0,0,0
"F19565",0,0,0,0,0,0,0,0,0
"F19566",0,0,0,0,0,0,0,0,0
"F19567",0,0,0,0,0,0,0,0,0
"F19568",0,0,0,0,0,0,0,0,0
"F19569",0,0,0,0,0,0,0,0,0
"F19570",8350945,0,0,0,5397158,8984117,8669529,8305704,0
"F19571",0,0,0,0,0,0,0,0,0
"F19572",0,0,0,0,0,0,0,0,0
"F19573",0,0,0,0,0,0,0,0,0
"F19574",0,0,0,0,0,0,0,0,0
"F19575",0,0,0,0,0,0,0,0,0
"F19576",0,0,0,0,0,0,0,0,0
"F19577",0,0,0,0,0,0,0,0,0
"F19578",0,0,0,0,0,0,0,0,0
"F19579",0,0,0,0,0,0,0,0,0
"F19580",0,0,0,0,0,0,0,0,0
"F19581",0,0,0,0,0,0,0,0,0
"F19582",0,0,0,0,0,0,0,0,0
"F19583",0,0,0,0,0,0,0,0,0
"F19584",0,0,0,0,0,0,0,0,0
"F19585",0,0,0,0,0,0,0,0,0
"F19586",0,0,0,0,0,0,0,0,0
"F19587",0,0,0,0,0,0,0,0,0
"F19589",0,0,0,0,0,0,0,719854,0
"F19590",0,0,0,0,0,0,0,0,0
"F19592",0,0,0,0,0,0,0,0,0
"F19593",0,0,0,0,0,0,0,0,0
"F19594",0,0,0,0,0,0,0,0,0
"F19596",0,0,0,0,0,0,0,0,0
"F19597",0,0,0,0,0,0,0,0,0
"F19599",0,0,0,0,0,0,0,0,0
"F19600",0,0,0,0,0,0,0,0,0
"F19601",0,0,0,0,0,0,0,0,0
"F19606",0,0,0,0,0,0,0,0,0
"F19607",0,0,0,0,0,0,0,0,0
"F19608",0,0,0,0,0,0,0,0,0
"F19609",0,0,0,0,0,0,0,0,0
"F19610",0,0,0,0,0,0,0,0,0
"F19611",0,0,0,0,0,0,0,0,0
"F19612",0,0,0,0,0,0,0,0,0
"F19613",0,0,0,0,0,0,0,0,0
"F19614",0,0,0,0,0,0,0,0,0
"F19615",0,0,0,0,0,0,0,0,0
"F19616",0,0,0,0,0,0,0,0,0
"F19617",0,0,0,0,0,0,0,0,0
"F19618",0,0,0,0,0,0,0,0,0
"F19619",0,0,0,0,0,0,0,0,0
"F19620",0,0,0,0,0,0,0,0,0
"F19621",0,0,553540,0,0,0,0,0,0
"F19622",0,0,0,0,0,0,0,0,0
"F19623",0,0,0,0,0,0,0,0,0
"F19624",1045682,732738,472779,654246,615132,0,551191,489956,0
"F19625",0,0,0,0,0,0,0,0,0
"F19626",0,0,0,0,0,0,0,0,0
"F19628",0,0,0,0,0,0,0,0,0
"F19629",0,0,0,0,0,0,0,0,0
"F19630",0,0,0,0,0,0,0,0,0
"F19631",0,0,0,0,0,0,0,0,0
"F19632",0,0,0,0,0,0,0,0,0
"F19633",0,0,0,0,0,0,0,0,0
"F19634",36658118,28835791,25366707,24781283,24136266,25261599,24608230,24829579,0
"F19635",0,0,0,0,0,0,0,0,0
"F19636",0,0,0,0,0,0,0,0,0
"F19637",0,0,0,0,0,0,0,0,0
"F19639",0,0,0,0,0,0,0,0,0
"F19640",0,0,0,0,0,0,0,0,0
"F19641",0,0,0,0,0,0,0,0,0
"F19642",0,0,0,0,0,0,0,0,0
"F19644",23975,11583,0,0,0,6104,0,0,0
"F19645",2105739,1130894,910207,886929,921285,778778,735331,0,0
"F19647",0,0,0,0,0,0,0,0,0
"F19648",0,0,0,0,0,0,0,0,0
"F19649",0,0,0,0,0,0,0,0,0
"F19652",0,0,0,0,0,0,0,0,0
"F19653",0,0,0,0,0,0,0,0,0
"F19654",0,0,0,0,0,0,0,0,0
"F19655",0,0,0,0,0,0,0,0,0
"F19656",0,0,0,141183,0,0,0,0,0
"F19657",0,0,0,0,0,0,0,0,0
"F19658",0,0,0,0,0,0,0,0,0
"F19659",0,0,0,59445,0,0,0,0,0
"F19660",0,0,0,51469,0,0,0,0,0
"F19661",0,0,0,0,0,0,0,0,0
"F19665",0,0,0,0,0,0,0,0,0
"F19666",0,0,0,0,0,0,0,0,0
"F19667",0,0,0,0,0,0,0,0,0
"F19668",0,0,0,0,0,0,0,0,0
"F19669",0,0,0,0,0,0,0,0,0
"F19670",0,0,0,0,0,0,0,0,0
"F19671",0,0,0,0,0,0,0,0,0
"F19672",0,0,0,0,0,0,0,0,0
"F19673",0,0,0,0,0,0,0,0,0
"F19674",0,0,0,0,0,0,0,0,0
"F19675",0,0,0,0,0,0,0,0,0
"F19676",0,0,0,0,0,0,0,0,0
"F19677",466240,1071150,1074974,1489621,1316948,1595287,1409962,1604822,0
"F19678",671114,1286659,1766369,1927778,1882389,1864401,1901574,1825113,0
"F19679",0,0,0,0,0,0,0,0,0
"F19680",0,0,0,0,0,0,0,0,0
"F19681",0,0,0,0,0,0,0,0,0
"F19682",0,0,0,0,0,0,0,0,0
"F19683",0,0,0,0,0,0,0,0,0
"F19685",0,0,0,0,0,0,0,0,0
"F19686",0,0,0,0,0,0,0,0,0
"F19687",0,0,0,0,0,0,0,0,0
"F19688",0,0,0,0,0,0,0,0,0
"F19689",0,0,0,0,0,0,0,0,0
"F19690",0,0,0,0,0,0,0,0,0
"F19691",13454132,27803198,34637698,36064015,36171115,37342780,37848172,37103219,0
"F19692",0,0,0,0,0,0,0,0,0
"F19693",0,0,0,0,0,0,0,0,0
"F19694",0,0,0,0,0,0,0,0,0
"F19695",0,0,0,0,0,0,0,0,0
"F19696",0,0,0,0,0,0,0,0,0
"F19697",0,0,0,0,0,0,0,0,0
"F19698",0,0,0,0,0,0,0,0,0
"F19699",0,0,0,0,0,0,0,0,0
"F19700",0,0,0,0,0,0,0,0,0
"F19701",0,0,0,0,0,0,0,0,0
"F19702",0,0,0,0,0,0,0,0,0
"F19703",0,0,0,0,0,0,0,0,0
"F19704",0,0,0,0,0,0,0,0,0
"F19714",0,0,0,0,0,0,0,0,0
"F19715",0,0,0,0,0,0,0,0,0
"F19716",0,0,0,0,0,0,0,0,0
"F19717",0,0,0,0,0,0,0,0,0
"F19718",0,0,0,0,0,0,0,0,0
"F19719",0,0,0,0,0,0,0,0,0
"F19723",0,0,0,0,0,0,0,0,0
"F19724",0,0,0,0,0,0,0,0,0
"F19726",0,0,0,0,0,0,0,0,0
"F19727",0,0,0,0,0,0,0,0,0
"F19728",4976219,5901900,11680554,10971677,10165828,7144139,4410718,0,0
"F19729",0,0,0,0,0,0,0,0,0
"F19730",0,0,0,0,0,0,0,0,0
"F19732",0,0,0,0,0,0,0,0,0
"F19733",0,0,0,0,0,0,0,0,0
"F19734",0,0,0,0,0,0,0,0,0
"F19735",0,0,0,0,0,0,0,0,0
"F19736",0,0,0,0,0,0,0,0,0
"F19737",0,0,0,0,0,0,0,0,0
"F19738",0,0,0,0,0,0,0,0,0
"F19739",0,0,0,0,0,0,0,0,0
"F19746",0,0,0,0,0,0,0,0,0
"F19748",0,0,0,0,0,0,0,0,0
"F19749",0,0,0,0,0,0,0,0,0
"F19750",0,0,0,0,0,0,0,0,0
"F19751",0,0,0,0,0,0,0,0,0
"F19752",0,0,0,0,0,0,0,0,0
"F19753",0,0,0,0,0,0,0,0,0
"F19754",0,0,0,0,0,0,0,0,0
"F19755",0,0,0,0,0,0,0,0,737689
"F19756",0,0,0,0,0,0,0,0,0
"F19757",3875324,0,0,0,2257370,3619603,3595934,2822020,0
"F19758",0,0,0,0,0,0,0,0,0
"F19763",0,0,0,0,0,0,0,0,0
"F19764",4293467,6609130,8031371,8529510,8400390,8239852,8516756,8155490,0
"F19765",2488677,1105404,0,0,0,3986979,0,2295660,0
"F19766",0,0,0,0,0,0,0,0,0
"F19768",0,0,0,0,0,0,0,0,0
"F19769",0,0,0,0,0,0,0,0,0
"F19770",0,0,0,0,0,0,0,0,0
"F19772",0,0,0,0,0,0,0,0,0
"F19773",1500166,1091827,1261805,1132815,1166311,1761054,1493829,1606262,0
"F19774",131087,192232,206148,239199,335917,336361,320544,248336,0
"F19775",119552,70480,100966,90605,106850,148362,100015,96388,0
"F19776",0,20387,34206,32371,87298,49517,63400,23002,0
"F19777",206245,138702,152957,163350,152090,168714,134104,107168,0
"F19778",0,38503,13321,21693,39798,26963,19278,16160,0
"F19779",0,0,0,0,0,0,0,0,0
"F19780",0,0,0,0,0,0,0,0,0
"F19781",4446053,3916221,4135043,4334241,4212794,4282361,4667826,4266358,720701
"F19782",0,0,0,0,0,0,0,0,0
"F19783",0,0,0,0,0,0,0,0,0
"F19784",0,0,0,0,0,0,0,0,0
"F19786",0,0,0,0,0,0,0,0,0
"F19787",0,0,0,0,0,0,0,0,0
"F19788",0,0,0,0,0,1532945,793023,1218756,0
"F19789",0,0,0,0,0,0,0,0,0
"F19790",0,0,0,0,0,0,0,0,0
"F19791",0,0,0,0,0,0,0,0,0
"F19792",0,0,0,0,0,0,0,0,0
"F19793",0,0,0,0,0,0,0,0,0
"F19795",0,0,0,0,0,0,0,0,0
"F19796",0,0,0,0,0,0,0,0,0
"F19797",0,0,0,0,0,0,0,0,0
"F19799",0,0,0,0,0,0,0,0,0
"F19800",0,0,0,0,0,0,0,0,0
"F19801",0,0,0,0,0,0,0,0,0
"F19802",0,0,0,0,0,0,0,0,0
"F19803",0,0,0,0,0,0,0,0,0
"F19804",2828040,2864557,2863854,2827479,2498190,2776930,2410026,2672117,1384155
"F19805",1468501,1382495,1327688,1116456,1128732,1218451,1028218,1036863,536820
"F19807",0,0,0,0,0,0,0,0,0
"F19809",0,0,0,0,0,0,0,0,0
"F19810",0,0,0,0,0,0,0,0,0
"F19811",0,0,0,0,0,0,0,0,0
"F19812",0,0,0,0,0,0,0,0,0
"F19813",0,0,0,0,0,0,0,0,0
"F19814",0,0,0,0,0,0,0,0,0
"F19815",0,0,0,0,0,0,0,0,0
"F19816",0,0,0,0,0,0,0,0,0
"F19817",0,0,0,0,0,0,0,0,0
"F19818",0,0,0,0,0,0,0,0,0
"F19819",0,0,0,0,0,0,0,0,0
"F19820",0,0,0,0,0,0,0,0,0
"F19821",0,0,0,0,0,0,0,0,0
"F19822",0,0,0,0,0,0,0,0,0
"F19823",0,0,0,0,0,0,0,0,0
"F19824",0,0,0,0,0,0,0,0,0
"F19825",0,0,0,0,0,0,0,0,0
"F19826",0,0,0,0,0,0,0,0,0
"F19827",1156558,926371,796658,708719,650378,0,0,0,0
"F19828",0,0,0,0,0,0,0,0,0
"F19829",0,0,0,0,0,0,0,0,0
"F19831",829055,1046946,858251,779288,698948,0,0,811713,0
"F19832",0,0,0,0,0,0,0,0,0
"F19833",0,0,0,0,0,0,0,0,0
"F19834",962854,0,0,0,0,2450373,0,1894159,231487
"F19835",0,0,0,0,0,0,0,0,0
"F19836",990201,793806,0,658742,0,0,0,0,0
"F19837",0,0,1894204,2013555,1938723,0,0,2102119,0
"F19838",0,0,40897,0,0,0,0,0,0
"F19839",0,0,0,0,0,0,0,0,0
"F19840",0,0,0,0,0,0,0,0,0
"F19842",0,0,0,0,0,0,0,0,0
"F19843",18280587,21069842,16379121,15196954,16176752,2406174,7200706,4798313,0
"F19844",22187960,19577330,17142432,16688806,17179721,5446620,9438641,5311013,0
"F19845",0,0,0,0,0,0,0,0,0
"F19852",1120611,561917,0,0,0,0,0,0,0
"F19853",0,0,0,0,0,0,0,0,0
"F19854",0,0,0,0,0,0,0,0,0
"F19856",0,0,0,0,0,0,0,0,0
"F19858",0,0,0,0,0,0,0,0,0
"F19861",0,0,0,0,0,0,0,0,0
"F19862",0,0,0,0,0,0,0,0,0
"F19864",0,0,0,0,0,0,0,0,0
"F19865",0,0,0,0,0,0,0,0,0
"F19866",0,0,0,0,0,0,0,0,0
"F19867",0,0,0,0,0,0,0,0,0
"F19869",0,0,0,0,0,0,0,0,0
"F19870",0,0,0,0,0,0,0,0,0
"F19871",13646362,18252428,24535094,44565100,60100940,83673963,93138948,100516510,31657606
"F19872",0,0,0,0,0,0,0,0,0
"F19873",0,0,0,0,0,0,0,0,0
"F19874",3834552,2590631,1992236,2012493,2020109,2533132,2038683,1886102,0
"F19875",0,0,0,0,0,0,0,0,0
"F19876",0,0,0,0,0,0,0,0,0
"F19877",0,0,0,0,347219,668883,685195,581853,0
"F19878",0,0,0,0,0,0,0,0,0
"F19879",0,0,0,0,0,0,0,0,0
"F19880",0,0,629313,0,0,754957,905896,871256,0
"F19881",0,0,0,0,0,0,0,0,0
"F19882",641352,0,0,0,0,0,0,0,0
"F19883",0,0,0,0,0,0,0,0,0
"F19884",0,0,0,0,0,0,0,0,0
"F19885",0,0,0,0,0,0,0,0,0
"F19886",616636,668457,467773,538349,0,600682,523621,360710,0
"F19887",603579,564288,434365,387339,0,652999,628600,571667,0
"F19888",0,0,0,0,0,0,0,5359,0
"F19889",0,0,0,0,0,0,0,0,0
"F19890",0,0,0,0,0,0,0,0,0
"F19891",0,0,0,0,0,0,0,0,0
"F19892",0,0,0,0,0,0,0,0,0
"F19893",0,0,0,0,0,0,0,0,0
"F19894",0,0,0,0,0,0,0,0,0
"F19900",0,0,0,0,0,0,0,0,0
"F19901",0,0,0,0,0,0,0,0,0
"F19903",0,0,0,0,0,0,0,0,0
"F19906",0,0,0,0,0,0,0,0,0
"F19907",0,0,0,0,0,0,0,0,0
"F19908",0,0,0,0,0,0,0,0,0
"F19909",0,0,0,0,0,0,0,0,0
"F19913",0,0,0,0,0,0,0,0,0
"F19914",0,0,0,0,0,0,0,0,0
"F19915",0,0,0,0,0,0,0,0,0
"F19916",0,0,0,0,0,0,0,0,0
"F19917",0,0,0,0,0,0,0,0,0
"F19918",0,0,0,0,0,0,0,0,0
"F19919",0,0,0,0,0,0,0,0,0
"F19920",0,0,0,0,0,0,0,0,0
"F19921",0,1973203,2233328,2015304,2329509,2146439,1478499,1576330,0
"F19922",0,0,0,0,0,0,0,0,0
"F19923",0,0,0,0,0,0,0,0,0
"F19924",0,0,0,0,0,0,0,0,0
"F19925",0,0,0,0,0,0,0,0,0
"F19926",0,0,0,0,0,0,0,0,0
"F19927",0,0,0,0,0,0,0,0,0
"F19928",0,0,0,0,0,0,0,0,0
"F19930",0,0,0,0,0,0,0,0,0
"F19931",0,0,0,0,0,0,0,0,0
"F19932",0,0,0,0,0,0,0,0,0
"F19933",0,0,0,0,0,0,0,0,0
"F19934",0,0,0,0,0,0,0,0,0
"F19935",1698354,1190249,0,0,0,0,0,0,0
"F19936",0,0,0,0,0,0,0,0,0
"F19937",0,0,0,0,0,0,0,0,0
"F19938",46096751,28283500,22468311,21382740,21120520,22394589,20536505,18386727,0
"F19939",0,0,0,0,0,0,0,0,0
"F19940",0,0,0,0,0,0,0,0,0
"F19942",0,0,0,0,0,0,0,0,0
"F19943",0,0,0,0,0,0,0,0,0
"F19944",0,0,0,0,0,0,0,0,0
"F19945",0,0,0,0,0,0,0,0,0
"F19946",0,0,0,0,0,0,0,0,0
"F19947",56644,137344,103825,42923,48415,141272,0,59287,0
"F19948",2385988,1329102,1070702,902728,1154812,910510,1071006,867152,0
"F19949",0,0,0,0,0,0,0,0,0
"F19950",0,0,0,0,0,0,0,0,0
"F19951",9371529,9401976,9548935,9425323,9133514,9661876,9729978,9796986,575813
"F19952",3103355,2770192,2653691,2927548,2897706,3143231,3023655,2882686,105338
"F19954",466458,0,0,0,0,0,0,0,0
"F19955",0,0,0,0,0,0,0,0,0
"F19957",0,0,0,0,0,0,0,0,0
"F19960",0,0,0,0,0,0,0,0,0
"F19961",0,0,0,0,0,0,0,0,0
"F19963",0,0,0,0,0,0,0,0,0
"F19964",0,0,0,0,0,0,0,0,0
"F19965",0,0,0,0,0,0,0,0,0
"F19966",928751,603843,575001,560012,458664,0,0,706529,0
"F19967",0,0,0,0,0,0,0,0,0
"F19972",0,0,0,0,0,0,0,0,0
"F19973",0,0,0,0,0,0,0,0,0
"F19975",0,0,0,0,0,0,0,0,0
"F19976",0,0,0,0,0,0,0,0,0
"F19977",0,0,0,0,0,0,0,0,0
"F19978",0,0,0,0,0,0,0,0,0
"F19979",0,0,0,0,0,0,0,0,0
"F19980",0,0,0,0,0,0,0,0,810394
"F19982",2253315,4698813,5932642,6616025,6504825,6364765,6017324,5976335,0
"F19983",835317,1743023,1915450,2261887,2220043,2146697,1960705,2254710,0
"F19984",0,0,0,0,0,0,0,0,0
"F19985",9848207,7977196,6703816,6375400,6507302,6660055,6377079,6528644,0
"F19986",0,0,0,0,0,0,0,0,1494599
"F19989",0,0,0,0,0,0,0,0,0
"F19990",0,0,0,0,0,0,0,0,0
"F19991",0,0,0,0,0,0,0,0,0
"F19992",0,0,0,0,0,0,0,0,0
"F19993",0,0,0,0,0,0,0,0,0
"F19997",0,1253001,1547654,1690737,1748078,1604232,1713888,1531853,0
"F20005",0,0,0,0,0,0,0,0,0
"F20007",0,0,0,0,0,0,0,0,0
"F20008",0,0,0,0,0,0,0,0,0
